number,opened_at,sys_created_at,caller_id,opened_by,contact_type,location,category,subcategory,u_symptom,cmdb_ci,impact,urgency,priority,assignment_group,knowledge,u_priority_confirmation,notify,problem_id,rfc,vendor,caused_by,incident_state,active,reassignment_count,reopen_count,sys_mod_count,made_sla,assigned_to,closed_code,resolved_by,resolved_at,closed_at,resolution_hours,closure_hours,resolution_days,closure_days,opened_date,opened_year,opened_month,opened_month_name,opened_day_name,sla_status,was_reopened,high_reassignment
INC0031384,2016-05-19 17:31:00,2016-05-19 17:36:00,Caller 252,Opened by  17,Phone,Location 51,Category 44,Subcategory 174,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 5,False,False,Do Not Notify,,,,,Closed,False,1,0,6,True,Resolver 182,code 6,Resolved by 165,2016-05-20 10:06:00,2016-05-25 10:07:00,16.583333333333332,136.6,0.6909722222222222,5.691666666666666,2016-05-19,2016,5,May,Thursday,Met SLA,False,False
INC0031385,2016-05-19 17:41:00,,Caller 2273,Opened by  62,Phone,Location 204,Category 9,Subcategory 174,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,1,True,Resolver 33,code 6,Resolved by 32,,2016-05-24 18:07:00,,120.43333333333334,,5.018055555555556,2016-05-19,2016,5,May,Thursday,Met SLA,False,False
INC0031386,2016-05-19 17:43:00,2016-05-19 17:49:00,Caller 2701,Opened by  58,Phone,Location 143,Category 57,Subcategory 270,Symptom 596,,2 - Medium,2 - Medium,3 - Moderate,Group 34,False,False,Do Not Notify,,,,,Closed,False,0,0,6,True,Resolver 159,code 6,Resolved by 143,2016-05-23 11:14:00,2016-05-28 12:07:00,89.51666666666667,210.4,3.729861111111111,8.766666666666667,2016-05-19,2016,5,May,Thursday,Met SLA,False,False
INC0031387,2016-05-19 18:21:00,2016-05-19 18:29:00,Caller 1086,Opened by  58,Phone,Location 143,Category 46,Subcategory 223,,,2 - Medium,2 - Medium,3 - Moderate,Group 22,False,False,Do Not Notify,,,,,Closed,False,0,0,5,False,Resolver 155,code 8,Resolved by 139,2016-05-27 08:59:00,2016-06-01 09:07:00,182.63333333333333,302.76666666666665,7.609722222222222,12.615277777777777,2016-05-19,2016,5,May,Thursday,Breached SLA,False,False
INC0031388,2016-05-19 18:22:00,,Caller 2404,Opened by  305,Phone,Location 108,Category 20,Subcategory 174,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,2,True,Resolver 150,code 10,Resolved by 134,2016-05-19 18:40:00,2016-05-24 19:07:00,0.3,120.75,0.012499999999999999,5.03125,2016-05-19,2016,5,May,Thursday,Met SLA,False,False
INC0031389,2016-05-19 18:39:00,,Caller 3843,Opened by  58,Phone,Location 161,Category 26,Subcategory 174,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,2,True,Resolver 30,code 6,Resolved by 29,2016-05-19 19:00:00,2016-05-24 19:07:00,0.35,120.46666666666667,0.014583333333333332,5.019444444444445,2016-05-19,2016,5,May,Thursday,Met SLA,False,False
INC0031391,2016-05-19 18:47:00,2016-05-19 18:56:00,Caller 4893,Opened by  305,Phone,Location 204,Category 46,Subcategory 223,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 17,False,False,Do Not Notify,,,,,Closed,False,0,0,66,False,Resolver 77,code 8,Resolved by 70,2016-11-23 11:23:00,2016-11-28 12:00:00,4504.6,4625.216666666666,187.6916666666667,192.7173611111111,2016-05-19,2016,5,May,Thursday,Breached SLA,False,False
INC0031392,2016-05-19 19:01:00,,Caller 4988,Opened by  305,Phone,Location 93,Category 40,Subcategory 44,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,2,True,Resolver 150,code 16,Resolved by 134,2016-05-19 19:04:00,2016-05-24 19:07:00,0.05,120.1,0.0020833333333333333,5.004166666666666,2016-05-19,2016,5,May,Thursday,Met SLA,False,False
INC0031393,2016-05-19 19:04:00,,Caller 4988,Opened by  305,Phone,Location 93,Category 40,Subcategory 44,Symptom 20,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,2,0,15,True,Resolver 115,code 9,Resolved by 103,2016-05-24 09:33:00,2016-05-29 10:07:00,110.48333333333333,231.05,4.603472222222222,9.627083333333333,2016-05-19,2016,5,May,Thursday,Met SLA,False,False
INC0031394,2016-05-19 19:08:00,,Caller 3717,Opened by  58,Phone,Location 108,Category 37,Subcategory 135,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,5,True,Resolver 115,code 9,Resolved by 103,2016-05-20 10:54:00,2016-05-25 11:07:00,15.766666666666667,135.98333333333332,0.6569444444444444,5.665972222222222,2016-05-19,2016,5,May,Thursday,Met SLA,False,False
INC0031395,2016-05-19 19:20:00,,Caller 4988,Opened by  305,Phone,Location 93,Category 32,Subcategory 9,,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,2,0,6,True,Resolver 73,code 7,Resolved by 66,2016-05-20 13:03:00,2016-05-25 13:07:00,17.716666666666665,137.78333333333333,0.7381944444444444,5.740972222222222,2016-05-19,2016,5,May,Thursday,Met SLA,False,False
INC0031396,2016-05-19 19:21:00,,Caller 1503,Opened by  62,Phone,Location 179,Category 42,Subcategory 223,Symptom 534,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,1,True,Resolver 33,code 6,Resolved by 32,,2016-05-24 20:07:00,,120.76666666666667,,5.031944444444444,2016-05-19,2016,5,May,Thursday,Met SLA,False,False
INC0031397,2016-05-19 19:38:00,2016-05-19 19:47:00,Caller 186,Opened by  58,Phone,Location 143,Category 9,Subcategory 174,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,2,0,15,False,Resolver 78,code 6,Resolved by 71,2016-06-17 15:15:00,2016-06-22 16:00:00,691.6166666666667,812.3666666666667,28.81736111111111,33.84861111111111,2016-05-19,2016,5,May,Thursday,Breached SLA,False,False
INC0031398,2016-05-19 19:56:00,2016-05-19 19:57:00,Caller 1325,Opened by  58,Phone,Location 42,Category 9,Subcategory 174,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,1,0,7,False,Resolver 31,code 4,Resolved by 30,2016-05-27 18:11:00,2016-06-01 19:07:00,190.25,311.18333333333334,7.927083333333333,12.965972222222222,2016-05-19,2016,5,May,Thursday,Breached SLA,False,False
INC0031399,2016-05-19 19:58:00,2016-05-19 20:03:00,Caller 1325,Opened by  58,Phone,Location 42,Category 9,Subcategory 174,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 29,False,False,Do Not Notify,,,,,Closed,False,0,0,6,False,Resolver 31,code 4,Resolved by 30,2016-05-27 18:11:00,2016-06-01 19:07:00,190.21666666666667,311.15,7.925694444444445,12.964583333333332,2016-05-19,2016,5,May,Thursday,Breached SLA,False,False
INC0031400,2016-05-19 19:59:00,2016-05-19 20:03:00,Caller 1325,Opened by  58,Phone,Location 42,Category 9,Subcategory 174,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 29,False,False,Do Not Notify,,,,,Closed,False,0,0,6,False,Resolver 31,code 6,Resolved by 30,2016-05-27 16:24:00,2016-06-01 17:07:00,188.41666666666666,309.1333333333333,7.850694444444444,12.880555555555555,2016-05-19,2016,5,May,Thursday,Breached SLA,False,False
INC0031401,2016-05-19 19:59:00,2016-05-19 20:03:00,Caller 1325,Opened by  58,Phone,Location 42,Category 9,Subcategory 174,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 29,False,False,Do Not Notify,,,,,Closed,False,0,0,6,False,Resolver 31,code 4,Resolved by 30,2016-05-27 18:12:00,2016-06-01 19:07:00,190.21666666666667,311.1333333333333,7.925694444444445,12.963888888888889,2016-05-19,2016,5,May,Thursday,Breached SLA,False,False
INC0031402,2016-05-19 20:21:00,,Caller 3891,Opened by  62,Phone,Location 111,Category 42,Subcategory 223,Symptom 534,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,1,True,Resolver 33,code 9,Resolved by 32,,2016-05-24 21:07:00,,120.76666666666667,,5.031944444444444,2016-05-19,2016,5,May,Thursday,Met SLA,False,False
INC0031403,2016-05-19 20:29:00,,Caller 2193,Opened by  443,Phone,Location 188,Category 28,Subcategory 174,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,2,True,Resolver 208,code 6,Resolved by 189,2016-05-19 20:58:00,2016-05-24 21:07:00,0.48333333333333334,120.63333333333334,0.02013888888888889,5.0263888888888895,2016-05-19,2016,5,May,Thursday,Met SLA,False,False
INC0031404,2016-05-19 20:58:00,2016-05-19 21:02:00,Caller 2142,Opened by  443,Phone,Location 204,Category 37,Subcategory 135,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 46,False,False,Do Not Notify,,,,,Closed,False,0,0,5,True,Resolver 83,code 6,Resolved by 76,2016-05-23 16:39:00,2016-05-28 17:07:00,91.68333333333334,212.15,3.820138888888889,8.839583333333334,2016-05-19,2016,5,May,Thursday,Met SLA,False,False
INC0031406,2016-05-19 21:14:00,,Caller 4080,Opened by  62,Phone,Location 108,Category 53,Subcategory 82,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 76,False,False,Do Not Notify,,,,,Closed,False,1,0,2,True,Resolver 33,code 9,Resolved by 32,2016-05-19 21:22:00,2016-05-24 22:07:00,0.13333333333333333,120.88333333333334,0.005555555555555556,5.0368055555555555,2016-05-19,2016,5,May,Thursday,Met SLA,False,False
INC0031407,2016-05-19 22:07:00,,Caller 5250,Opened by  58,Phone,Location 57,Category 20,Subcategory 174,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,2,0,12,False,Resolver 218,code 7,Resolved by 199,2016-06-02 02:26:00,2016-06-07 03:07:00,316.31666666666666,437.0,13.17986111111111,18.208333333333332,2016-05-19,2016,5,May,Thursday,Breached SLA,False,False
INC0031412,2016-05-19 22:22:00,2016-05-19 22:34:00,Caller 1369,Opened by  305,Phone,Location 161,Category 57,Subcategory 184,,,2 - Medium,2 - Medium,3 - Moderate,Group 51,False,False,Do Not Notify,,,,,Closed,False,2,0,5,True,Resolver 24,code 6,Resolved by 22,2016-05-20 09:20:00,2016-05-25 10:07:00,10.966666666666667,131.75,0.45694444444444443,5.489583333333333,2016-05-19,2016,5,May,Thursday,Met SLA,False,False
INC0031414,2016-05-19 23:05:00,2016-05-19 23:06:00,Caller 290,Opened by  20,Phone,Location 188,Category 46,Subcategory 223,Symptom 494,,2 - Medium,2 - Medium,3 - Moderate,Group 58,False,False,Do Not Notify,,,,,Closed,False,0,0,2,True,Resolver 76,code 6,Resolved by 69,2016-05-20 08:07:00,2016-05-25 08:10:00,9.033333333333333,129.08333333333334,0.3763888888888889,5.378472222222222,2016-05-19,2016,5,May,Thursday,Met SLA,False,False
INC0031415,2016-05-20 00:09:00,,Caller 4801,Opened by  397,Phone,Location 204,Category 32,Subcategory 174,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,2,True,Resolver 191,code 7,Resolved by 174,2016-05-20 00:13:00,2016-05-25 01:07:00,0.06666666666666667,120.96666666666667,0.002777777777777778,5.040277777777778,2016-05-20,2016,5,May,Friday,Met SLA,False,False
INC0031416,2016-05-20 00:48:00,,Caller 2651,Opened by  94,Phone,Location 161,Category 20,Subcategory 174,,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,1,True,Resolver 47,code 7,Resolved by 44,,2016-05-25 01:07:00,,120.31666666666666,,5.013194444444444,2016-05-20,2016,5,May,Friday,Met SLA,False,False
INC0031417,2016-05-20 00:59:00,,Caller 892,Opened by  463,Phone,Location 161,Category 26,Subcategory 175,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,3,True,Resolver 218,code 7,Resolved by 199,2016-05-20 02:06:00,2016-05-25 02:07:00,1.1166666666666667,121.13333333333334,0.04652777777777778,5.0472222222222225,2016-05-20,2016,5,May,Friday,Met SLA,False,False
INC0031418,2016-05-20 01:15:00,,Caller 1588,Opened by  47,Phone,Location 204,Category 53,Subcategory 174,,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,8,False,Resolver 17,code 6,Resolved by 15,2016-05-30 15:52:00,2016-06-04 16:07:00,254.61666666666667,374.8666666666667,10.609027777777778,15.619444444444445,2016-05-20,2016,5,May,Friday,Breached SLA,False,False
INC0031420,2016-05-20 03:53:00,,Caller 2894,Opened by  463,Phone,Location 204,Category 20,Subcategory 103,Symptom 387,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,3,True,Resolver 218,code 7,Resolved by 199,2016-05-20 04:14:00,2016-05-25 05:07:00,0.35,121.23333333333333,0.014583333333333332,5.051388888888889,2016-05-20,2016,5,May,Friday,Met SLA,False,False
INC0031421,2016-05-20 04:00:00,,Caller 90,Opened by  8,Phone,Location 188,Category 32,Subcategory 9,Symptom 105,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,2,True,Resolver 6,code 6,Resolved by 5,2016-05-20 04:01:00,2016-05-25 04:07:00,0.016666666666666666,120.11666666666666,0.0006944444444444445,5.0048611111111105,2016-05-20,2016,5,May,Friday,Met SLA,False,False
INC0031422,2016-05-20 04:08:00,2016-05-20 04:11:00,Caller 90,Opened by  8,Phone,Location 188,Category 46,Subcategory 174,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 58,False,False,Do Not Notify,,,,,Closed,False,0,0,2,True,Resolver 76,code 6,Resolved by 69,2016-05-20 08:12:00,2016-05-25 09:07:00,4.066666666666666,124.98333333333333,0.16944444444444443,5.207638888888889,2016-05-20,2016,5,May,Friday,Met SLA,False,False
INC0031423,2016-05-20 04:21:00,,Caller 1813,Opened by  47,Phone,Location 204,Category 42,Subcategory 223,Symptom 534,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,2,True,Resolver 26,code 9,Resolved by 24,2016-05-20 04:47:00,2016-05-25 05:07:00,0.43333333333333335,120.76666666666667,0.018055555555555557,5.031944444444444,2016-05-20,2016,5,May,Friday,Met SLA,False,False
INC0031424,2016-05-20 04:32:00,,Caller 4795,Opened by  397,Phone,Location 161,Category 32,Subcategory 174,,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,2,True,Resolver 191,code 7,Resolved by 174,2016-05-20 04:36:00,2016-05-25 05:07:00,0.06666666666666667,120.58333333333333,0.002777777777777778,5.024305555555555,2016-05-20,2016,5,May,Friday,Met SLA,False,False
INC0031425,2016-05-20 04:44:00,2016-05-20 04:51:00,Caller 5457,Opened by  463,Phone,Location 204,Category 37,Subcategory 174,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 46,False,False,Do Not Notify,,,,,Closed,False,2,0,17,False,Resolver 83,code 6,Resolved by 76,2016-06-14 14:11:00,2016-06-19 15:00:00,609.45,730.2666666666667,25.39375,30.427777777777777,2016-05-20,2016,5,May,Friday,Breached SLA,False,False
INC0031426,2016-05-20 04:49:00,2016-05-20 05:08:00,Caller 958,Opened by  94,Phone,Location 180,Category 20,Subcategory 174,,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,1,0,8,False,Resolver 57,code 6,Resolved by 53,2016-05-30 10:54:00,2016-06-04 11:07:00,246.08333333333334,366.3,10.253472222222223,15.262500000000001,2016-05-20,2016,5,May,Friday,Breached SLA,False,False
INC0031427,2016-05-20 05:26:00,,Caller 3475,Opened by  239,Phone,Location 161,Category 20,Subcategory 174,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,2,True,Resolver 126,code 9,Resolved by 114,2016-05-20 05:50:00,2016-05-25 06:07:00,0.4,120.68333333333334,0.016666666666666666,5.028472222222223,2016-05-20,2016,5,May,Friday,Met SLA,False,False
INC0031430,2016-05-20 05:35:00,2016-05-20 05:42:00,Caller 4448,Opened by  397,Phone,Location 108,Category 53,Subcategory 174,,,2 - Medium,2 - Medium,3 - Moderate,Group 27,False,False,Do Not Notify,,,,,Closed,False,0,0,5,True,Resolver 44,code 6,Resolved by 41,2016-05-20 16:51:00,2016-05-25 17:07:00,11.266666666666667,131.53333333333333,0.4694444444444445,5.480555555555555,2016-05-20,2016,5,May,Friday,Met SLA,False,False
INC0031432,2016-05-20 06:14:00,,Caller 1637,Opened by  17,Phone,Location 229,Category 26,Subcategory 175,,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,2,True,Resolver 13,code 6,Resolved by 11,2016-05-20 08:25:00,2016-05-25 09:07:00,2.183333333333333,122.88333333333334,0.09097222222222222,5.1201388888888895,2016-05-20,2016,5,May,Friday,Met SLA,False,False
INC0031433,2016-05-20 06:15:00,2016-05-20 08:20:00,Caller 2372,Opened by  17,Phone,Location 161,Category 19,Subcategory 163,Symptom 494,,2 - Medium,2 - Medium,3 - Moderate,Group 29,False,False,Do Not Notify,,,,,Closed,False,1,0,5,True,Resolver 89,code 8,Resolved by 81,2016-05-25 09:11:00,2016-05-30 10:07:00,122.93333333333334,243.86666666666667,5.122222222222223,10.161111111111111,2016-05-20,2016,5,May,Friday,Met SLA,False,False
INC0031435,2016-05-20 06:18:00,,Caller 4416,Opened by  17,Phone,Location 204,Category 26,Subcategory 175,Symptom 116,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,2,True,Resolver 13,code 6,Resolved by 11,2016-05-20 06:37:00,2016-05-25 07:07:00,0.31666666666666665,120.81666666666666,0.013194444444444444,5.034027777777777,2016-05-20,2016,5,May,Friday,Met SLA,False,False
INC0031436,2016-05-20 06:23:00,2016-05-20 06:28:00,Caller 811,Opened by  180,Phone,Location 193,Category 42,Subcategory 174,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 58,False,False,Do Not Notify,,,,,Closed,False,0,0,2,True,Resolver 76,code 6,Resolved by 69,2016-05-20 08:10:00,2016-05-25 09:07:00,1.7833333333333334,122.73333333333333,0.07430555555555556,5.113888888888889,2016-05-20,2016,5,May,Friday,Met SLA,False,False
INC0031437,2016-05-20 06:39:00,2016-05-20 07:34:00,Caller 1093,Opened by  17,Phone,Location 179,Category 23,Subcategory 174,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 20,False,False,Do Not Notify,,,,,Closed,False,1,0,8,False,Resolver 31,code 16,Resolved by 30,2016-05-27 19:19:00,2016-06-01 20:07:00,180.66666666666666,301.46666666666664,7.527777777777778,12.56111111111111,2016-05-20,2016,5,May,Friday,Breached SLA,False,False
INC0031438,2016-05-20 06:40:00,2016-05-20 06:50:00,Caller 3838,Opened by  55,Phone,Location 179,Category 19,Subcategory 163,Symptom 454,,2 - Medium,2 - Medium,3 - Moderate,Group 72,False,False,Do Not Notify,,,,,Closed,False,2,0,11,False,Resolver 137,code 6,Resolved by 123,2016-05-20 16:38:00,2016-05-25 17:07:00,9.966666666666667,130.45,0.4152777777777778,5.435416666666666,2016-05-20,2016,5,May,Friday,Breached SLA,False,False
INC0031439,2016-05-20 07:39:00,,Caller 3904,Opened by  17,Phone,Location 143,Category 26,Subcategory 175,Symptom 116,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,6,True,Resolver 115,code 9,Resolved by 103,2016-05-20 10:11:00,2016-05-25 11:07:00,2.533333333333333,123.46666666666667,0.10555555555555556,5.144444444444445,2016-05-20,2016,5,May,Friday,Met SLA,False,False
INC0031440,2016-05-20 07:53:00,,Caller 3081,Opened by  17,Phone,Location 161,Category 26,Subcategory 175,Symptom 130,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,3,True,Resolver 13,code 7,Resolved by 11,2016-05-20 08:08:00,2016-05-25 08:10:00,0.25,120.28333333333333,0.010416666666666666,5.011805555555555,2016-05-20,2016,5,May,Friday,Met SLA,False,False
INC0031441,2016-05-20 07:54:00,,Caller 2485,Opened by  55,Phone,Location 83,Category 17,Subcategory 174,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 69,False,False,Do Not Notify,,,,,Closed,False,2,0,8,True,Resolver 92,code 6,Resolved by 83,2016-05-23 08:01:00,2016-05-28 08:07:00,72.11666666666666,192.21666666666667,3.004861111111111,8.009027777777778,2016-05-20,2016,5,May,Friday,Met SLA,False,False
INC0031444,2016-05-20 08:01:00,2016-05-20 08:07:00,Caller 3741,Opened by  17,Phone,Location 204,Category 24,Subcategory 164,Symptom 102,,2 - Medium,2 - Medium,3 - Moderate,Group 25,False,False,Do Not Notify,,,Vendor 1,,Closed,False,0,0,6,False,Resolver 125,code 5,Resolved by 113,2016-05-30 13:30:00,2016-06-04 14:07:00,245.48333333333332,366.1,10.228472222222221,15.254166666666668,2016-05-20,2016,5,May,Friday,Breached SLA,False,False
INC0031445,2016-05-20 08:04:00,,Caller 1173,Opened by  17,Phone,Location 81,Category 32,Subcategory 9,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,1,0,6,False,Resolver 92,code 6,Resolved by 83,2016-05-20 11:54:00,2016-05-25 12:07:00,3.8333333333333335,124.05,0.15972222222222224,5.16875,2016-05-20,2016,5,May,Friday,Breached SLA,False,False
INC0031446,2016-05-20 08:05:00,,Caller 2219,Opened by  108,Phone,Location 143,Category 26,Subcategory 175,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,1,True,Resolver 56,code 6,Resolved by 52,,2016-05-25 09:07:00,,121.03333333333333,,5.043055555555555,2016-05-20,2016,5,May,Friday,Met SLA,False,False
INC0031447,2016-05-20 08:06:00,,Caller 1090,Opened by  55,Phone,Location 108,Category 17,Subcategory 174,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 69,False,False,Do Not Notify,,,,,Closed,False,1,0,6,True,Resolver 115,code 9,Resolved by 103,2016-05-20 09:43:00,2016-05-25 10:07:00,1.6166666666666667,122.01666666666667,0.06736111111111111,5.084027777777778,2016-05-20,2016,5,May,Friday,Met SLA,False,False
INC0031448,2016-05-20 08:07:00,2016-05-20 08:39:00,Caller 634,Opened by  17,Phone,Location 165,Category 26,Subcategory 175,Symptom 116,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,2,0,12,False,Resolver 24,code 13,Resolved by 22,2016-06-02 10:57:00,2016-06-07 11:07:00,314.8333333333333,435.0,13.118055555555555,18.125,2016-05-20,2016,5,May,Friday,Breached SLA,False,False
INC0031451,2016-05-20 08:11:00,,Caller 790,Opened by  55,Phone,Location 179,Category 20,Subcategory 174,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,2,True,Resolver 28,code 8,Resolved by 27,2016-05-20 08:17:00,2016-05-25 09:07:00,0.1,120.93333333333334,0.004166666666666667,5.038888888888889,2016-05-20,2016,5,May,Friday,Met SLA,False,False
INC0031452,2016-05-20 08:11:00,2016-05-20 08:14:00,Caller 4928,Opened by  17,Phone,Location 204,Category 9,Subcategory 164,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 25,False,False,Do Not Notify,,,,,Closed,False,0,0,5,True,Resolver 140,code 6,Resolved by 126,2016-05-24 12:50:00,2016-05-29 13:07:00,100.65,220.93333333333334,4.1937500000000005,9.205555555555556,2016-05-20,2016,5,May,Friday,Met SLA,False,False
INC0031454,2016-05-20 08:15:00,,Caller 3341,Opened by  17,Phone,Location 54,Category 42,Subcategory 223,Symptom 534,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,2,True,Resolver 13,code 7,Resolved by 11,2016-05-20 08:25:00,2016-05-25 09:07:00,0.16666666666666666,120.86666666666666,0.006944444444444444,5.0361111111111105,2016-05-20,2016,5,May,Friday,Met SLA,False,False
INC0031456,2016-05-20 08:16:00,,Caller 3961,Opened by  24,Phone,Location 161,Category 42,Subcategory 223,Symptom 534,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,2,True,Resolver 17,code 7,Resolved by 15,2016-05-20 08:17:00,2016-05-25 09:07:00,0.016666666666666666,120.85,0.0006944444444444445,5.035416666666666,2016-05-20,2016,5,May,Friday,Met SLA,False,False
INC0031457,2016-05-20 08:16:00,,Caller 1863,Opened by  17,Phone,Location 111,Category 35,Subcategory 28,Symptom 506,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,3,True,Resolver 13,code 7,Resolved by 11,2016-05-20 08:23:00,2016-05-25 09:07:00,0.11666666666666667,120.85,0.004861111111111111,5.035416666666666,2016-05-20,2016,5,May,Friday,Met SLA,False,False
INC0031458,2016-05-20 08:19:00,2016-05-20 08:21:00,Caller 116,Opened by  12,Phone,Location 204,Category 42,Subcategory 223,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 70,False,False,Do Not Notify,,,,,Closed,False,1,0,3,True,Resolver 10,code 6,Resolved by 9,2016-05-20 08:28:00,2016-05-20 08:28:00,0.15,0.15,0.0062499999999999995,0.0062499999999999995,2016-05-20,2016,5,May,Friday,Met SLA,False,False
INC0031459,2016-05-20 08:19:00,,Caller 1870,Opened by  131,Phone,Location 143,Category 42,Subcategory 223,Symptom 534,,3 - Low,3 - Low,4 - Low,Group 70,False,False,Do Not Notify,,,,,Closed,False,0,0,2,True,Resolver 73,code 7,Resolved by 66,2016-05-20 08:23:00,2016-05-25 09:07:00,0.06666666666666667,120.8,0.002777777777777778,5.033333333333333,2016-05-20,2016,5,May,Friday,Met SLA,False,False
INC0031460,2016-05-20 08:20:00,2016-05-20 08:27:00,Caller 5146,Opened by  55,Phone,Location 82,Category 24,Subcategory 174,Symptom 491,,2 - Medium,2 - Medium,3 - Moderate,Group 20,False,False,Do Not Notify,,,,,Closed,False,5,0,71,False,Resolver 242,code 6,Resolved by 62,2016-11-10 16:27:00,2016-11-15 17:00:00,4184.116666666667,4304.666666666667,174.33819444444444,179.36111111111111,2016-05-20,2016,5,May,Friday,Breached SLA,False,True
INC0031461,2016-05-20 08:20:00,2016-05-20 08:25:00,Caller 103,Opened by  24,Phone,Location 83,Category 24,Subcategory 164,Symptom 117,,2 - Medium,2 - Medium,3 - Moderate,Group 29,False,False,Do Not Notify,,,,,Closed,False,0,0,2,True,Resolver 31,code 10,Resolved by 30,2016-05-20 16:31:00,2016-05-25 17:07:00,8.183333333333334,128.78333333333333,0.34097222222222223,5.365972222222222,2016-05-20,2016,5,May,Friday,Met SLA,False,False
