number,incident_state,active,contact_type,category,subcategory,u_symptom,impact,urgency,priority,assignment_group,assigned_to,location,caller_id,reassignment_count,reopen_count,sys_mod_count,made_sla,sla_status,resolved_by,resolved_at,closed_code,closed_at,opened_at,resolution_hours,resolution_days,closure_hours,closure_days,was_reopened,high_reassignment,opened_date,opened_year,opened_month,opened_month_name,opened_day_name,priority_level,priority_label,impact_level,urgency_level,opened_month_year,sla_breached,reopened_flag,high_reassignment_flag,resolution_bucket
INC0025086,Closed,False,Phone,Category 37,Subcategory 135,Symptom 87,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 249,Location 204,Caller 2792,2,0,13,True,Met SLA,Resolved by 227,2016-05-04 09:30:00,code 5,2016-05-09 10:07:00,2016-05-02 16:50:00,40.66666666666666,1.6944444444444444,161.28333333333333,6.720138888888889,False,False,2016-05-02,2016,5,May,Monday,3,Moderate,2,2,2016-05,0,0,0,1-3 Days
INC0025088,Closed,False,Phone,Category 42,Subcategory 223,Symptom 3,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 216,Location 161,Caller 4438,4,0,9,False,Breached SLA,Resolved by 197,2016-05-10 11:39:00,code 1,2016-05-15 12:07:00,2016-05-02 16:54:00,186.75,7.78125,307.21666666666664,12.800694444444444,False,True,2016-05-02,2016,5,May,Monday,3,Moderate,2,2,2016-05,1,0,1,7-30 Days
INC0025089,Closed,False,Phone,Category 42,Subcategory 223,Symptom 532,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 234,Location 161,Caller 3057,1,0,6,False,Breached SLA,Resolved by 213,2016-05-10 11:40:00,code 6,2016-05-15 12:07:00,2016-05-02 16:55:00,186.75,7.78125,307.2,12.8,False,False,2016-05-02,2016,5,May,Monday,3,Moderate,2,2,2016-05,1,0,0,7-30 Days
INC0025090,Closed,False,Phone,Category 53,Subcategory 269,Symptom 596,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 175,Location 51,Caller 2737,2,0,4,True,Met SLA,Resolved by 158,2016-05-03 08:00:00,code 6,2016-05-08 08:07:00,2016-05-02 16:59:00,15.016666666666667,0.6256944444444444,135.13333333333333,5.630555555555556,False,False,2016-05-02,2016,5,May,Monday,3,Moderate,2,2,2016-05,0,0,0,4-24 Hours
INC0025091,Closed,False,Phone,Category 53,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 12,Resolver 201,Location 39,Caller 3924,1,0,10,False,Breached SLA,Resolved by 183,2016-05-16 10:08:00,code 6,2016-05-21 10:10:00,2016-05-02 16:59:00,329.15,13.714583333333332,449.1833333333333,18.715972222222224,False,False,2016-05-02,2016,5,May,Monday,3,Moderate,2,2,2016-05,1,0,0,7-30 Days
INC0025092,Closed,False,Phone,Category 37,Subcategory 123,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Unknown,Resolver 115,Location 41,Caller 5057,0,0,3,True,Met SLA,Resolved by 103,2016-05-02 17:13:00,code 9,2016-05-07 18:07:00,2016-05-02 16:59:00,0.2333333333333333,0.0097222222222222,121.13333333333334,5.047222222222223,False,False,2016-05-02,2016,5,May,Monday,3,Moderate,2,2,2016-05,0,0,0,0-4 Hours
INC0025096,Closed,False,Phone,Category 46,Subcategory 231,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 37,Resolver 153,Location 93,Caller 4304,0,0,8,False,Breached SLA,Resolved by 137,2016-05-06 11:22:00,code 6,2016-05-11 12:07:00,2016-05-02 17:03:00,90.31666666666666,3.763194444444444,211.06666666666663,8.794444444444444,False,False,2016-05-02,2016,5,May,Monday,3,Moderate,2,2,2016-05,1,0,0,3-7 Days
INC0025098,Closed,False,Phone,Category 32,Subcategory 300,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,Location 143,Caller 2572,0,0,2,True,Met SLA,Resolved by 11,2016-05-02 17:27:00,code 6,2016-05-07 18:07:00,2016-05-02 17:08:00,0.3166666666666666,0.0131944444444444,120.98333333333332,5.040972222222222,False,False,2016-05-02,2016,5,May,Monday,3,Moderate,2,2,2016-05,0,0,0,0-4 Hours
INC0025099,Closed,False,Phone,Category 38,Subcategory 86,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 127,Location 143,Caller 1869,2,0,19,False,Breached SLA,Resolved by 115,2016-06-16 13:00:00,code 7,2016-06-21 13:07:00,2016-05-02 17:08:00,1075.8666666666666,44.827777777777776,1195.9833333333331,49.83263888888889,False,False,2016-05-02,2016,5,May,Monday,3,Moderate,2,2,2016-05,1,0,0,30+ Days
INC0025100,Closed,False,Phone,Category 42,Subcategory 223,Symptom 532,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 194,Location 93,Caller 3619,1,0,7,True,Met SLA,Resolved by 177,2016-05-03 14:17:00,code 6,2016-05-08 15:07:00,2016-05-02 17:15:00,21.03333333333333,0.876388888888889,141.86666666666667,5.911111111111111,False,False,2016-05-02,2016,5,May,Monday,3,Moderate,2,2,2016-05,0,0,0,4-24 Hours
INC0025101,Closed,False,Phone,Category 42,Subcategory 223,Unknown,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 33,Location 204,Caller 3414,0,0,2,True,Met SLA,Resolved by 32,2016-05-02 17:22:00,code 7,2016-05-07 18:07:00,2016-05-02 17:16:00,0.1,0.0041666666666666,120.85,5.035416666666666,False,False,2016-05-02,2016,5,May,Monday,3,Moderate,2,2,2016-05,0,0,0,0-4 Hours
INC0025104,Closed,False,Phone,Category 20,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,Location 93,Caller 4304,5,0,16,False,Breached SLA,Resolved by 15,2016-06-03 16:29:00,code 6,2016-06-08 17:07:00,2016-05-02 17:18:00,767.1833333333333,31.96597222222222,887.8166666666667,36.99236111111112,False,True,2016-05-02,2016,5,May,Monday,3,Moderate,2,2,2016-05,1,0,1,30+ Days
INC0025103,Closed,False,Phone,Category 46,Subcategory 223,Symptom 592,2 - Medium,2 - Medium,3 - Moderate,Group 55,Resolver 22,Location 93,Caller 1129,3,0,8,True,Met SLA,Resolved by 20,2016-05-06 15:16:00,code 6,2016-05-11 16:07:00,2016-05-02 17:18:00,93.96666666666668,3.915277777777778,214.81666666666663,8.950694444444444,False,True,2016-05-02,2016,5,May,Monday,3,Moderate,2,2,2016-05,0,0,1,3-7 Days
INC0025102,Closed,False,Phone,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,Location 93,Caller 1156,0,0,2,True,Met SLA,Resolved by 11,2016-05-02 17:34:00,code 6,2016-05-07 18:07:00,2016-05-02 17:18:00,0.2666666666666666,0.0111111111111111,120.81666666666666,5.034027777777777,False,False,2016-05-02,2016,5,May,Monday,3,Moderate,2,2,2016-05,0,0,0,0-4 Hours
INC0025105,Closed,False,Phone,Category 42,Subcategory 31,Symptom 4,2 - Medium,2 - Medium,3 - Moderate,Group 3,Resolver 134,Location 93,Caller 2601,1,0,3,True,Met SLA,Resolved by 120,2016-05-03 11:13:00,code 7,2016-05-08 12:07:00,2016-05-02 17:21:00,17.866666666666667,0.7444444444444445,138.76666666666668,5.781944444444445,False,False,2016-05-02,2016,5,May,Monday,3,Moderate,2,2,2016-05,0,0,0,4-24 Hours
INC0025109,Closed,False,Phone,Category 24,Subcategory 164,Symptom 571,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 34,Location 108,Caller 407,0,0,8,True,Met SLA,Resolved by 33,2016-05-05 09:42:00,code 6,2016-05-10 10:07:00,2016-05-02 17:26:00,64.26666666666667,2.6777777777777776,184.6833333333333,7.695138888888889,False,False,2016-05-02,2016,5,May,Monday,3,Moderate,2,2,2016-05,0,0,0,1-3 Days
INC0025110,Closed,False,Phone,Category 32,Subcategory 300,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,Location 143,Caller 2572,0,0,3,True,Met SLA,Resolved by 11,2016-05-02 17:45:00,code 6,2016-05-07 18:07:00,2016-05-02 17:28:00,0.2833333333333333,0.0118055555555555,120.65,5.027083333333334,False,False,2016-05-02,2016,5,May,Monday,3,Moderate,2,2,2016-05,0,0,0,0-4 Hours
INC0025111,Closed,False,Phone,Category 42,Subcategory 223,Symptom 532,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 149,Location 143,Caller 2572,4,0,8,False,Breached SLA,Resolved by 133,2016-05-09 10:18:00,code 9,2016-05-14 11:07:00,2016-05-02 17:30:00,160.8,6.7,281.6166666666667,11.734027777777778,False,True,2016-05-02,2016,5,May,Monday,3,Moderate,2,2,2016-05,1,0,1,3-7 Days
INC0025112,Closed,False,Phone,Category 46,Subcategory 223,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 39,Resolver 194,Location 93,Caller 3994,0,0,2,True,Met SLA,Resolved by 177,2016-05-03 14:28:00,code 6,2016-05-08 15:07:00,2016-05-02 17:33:00,20.916666666666668,0.8715277777777778,141.56666666666666,5.898611111111111,False,False,2016-05-02,2016,5,May,Monday,3,Moderate,2,2,2016-05,0,0,0,4-24 Hours
INC0025114,Closed,False,Phone,Category 32,Subcategory 174,Unknown,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 183,Location 51,Caller 1916,3,0,6,True,Met SLA,Resolved by 166,2016-05-04 09:47:00,code 6,2016-05-09 10:07:00,2016-05-02 17:40:00,40.11666666666667,1.6715277777777775,160.45,6.685416666666666,False,True,2016-05-02,2016,5,May,Monday,3,Moderate,2,2,2016-05,0,0,1,1-3 Days
INC0025115,Closed,False,Phone,Category 46,Subcategory 94,Symptom 469,2 - Medium,2 - Medium,3 - Moderate,Group 33,Resolver 216,Location 204,Caller 519,0,0,12,False,Breached SLA,Resolved by 197,2016-10-17 13:50:00,code 6,2016-10-22 14:00:00,2016-05-02 17:40:00,4028.1666666666665,167.84027777777777,4148.333333333333,172.8472222222222,False,False,2016-05-02,2016,5,May,Monday,3,Moderate,2,2,2016-05,1,0,0,30+ Days
INC0025116,Closed,False,Phone,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,Location 93,Caller 318,0,0,2,True,Met SLA,Resolved by 11,2016-05-02 17:58:00,code 6,2016-05-07 18:07:00,2016-05-02 17:52:00,0.1,0.0041666666666666,120.25,5.010416666666667,False,False,2016-05-02,2016,5,May,Monday,3,Moderate,2,2,2016-05,0,0,0,0-4 Hours
INC0025118,Closed,False,Phone,Category 46,Subcategory 233,Symptom 230,2 - Medium,2 - Medium,3 - Moderate,Group 21,Resolver 234,Location 245,Caller 2951,0,0,3,True,Met SLA,Resolved by 213,2016-05-04 14:19:00,code 6,2016-05-09 15:07:00,2016-05-02 17:56:00,44.38333333333333,1.8493055555555555,165.18333333333334,6.882638888888889,False,False,2016-05-02,2016,5,May,Monday,3,Moderate,2,2,2016-05,0,0,0,1-3 Days
INC0025119,Closed,False,Phone,Category 42,Subcategory 223,Symptom 532,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 183,Location 51,Caller 5412,1,0,4,True,Met SLA,Resolved by 166,2016-05-05 17:30:00,code 6,2016-05-10 18:07:00,2016-05-02 18:06:00,71.4,2.975,192.01666666666668,8.000694444444445,False,False,2016-05-02,2016,5,May,Monday,3,Moderate,2,2,2016-05,0,0,0,1-3 Days
INC0025121,Closed,False,Phone,Category 26,Subcategory 175,Unknown,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 150,Location 93,Caller 3249,0,0,2,True,Met SLA,Resolved by 134,2016-05-02 18:21:00,code 4,2016-05-07 19:07:00,2016-05-02 18:10:00,0.1833333333333333,0.0076388888888888,120.95,5.039583333333334,False,False,2016-05-02,2016,5,May,Monday,3,Moderate,2,2,2016-05,0,0,0,0-4 Hours
INC0025120,Closed,False,Phone,Category 23,Subcategory 3,Symptom 208,2 - Medium,2 - Medium,3 - Moderate,Group 20,Resolver 17,Location 41,Caller 455,5,0,12,True,Met SLA,Resolved by 15,2016-05-03 17:10:00,code 7,2016-05-08 18:07:00,2016-05-02 18:10:00,23.0,0.9583333333333334,143.95,5.997916666666666,False,True,2016-05-02,2016,5,May,Monday,3,Moderate,2,2,2016-05,0,0,1,4-24 Hours
INC0025123,Closed,False,Phone,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 47,Location 93,Caller 162,0,1,7,True,Met SLA,Resolved by 103,2016-05-04 00:27:00,code 9,2016-05-09 01:07:00,2016-05-02 18:13:00,30.23333333333333,1.2597222222222222,150.9,6.2875000000000005,True,False,2016-05-02,2016,5,May,Monday,3,Moderate,2,2,2016-05,0,1,0,1-3 Days
INC0025124,Closed,False,Phone,Category 42,Subcategory 174,Unknown,2 - Medium,2 - Medium,3 - Moderate,Group 20,Resolver 78,Location 143,Caller 1427,3,0,13,False,Breached SLA,Resolved by 71,2016-05-10 08:29:00,code 6,2016-05-15 09:07:00,2016-05-02 18:20:00,182.15,7.589583333333334,302.78333333333336,12.615972222222224,False,True,2016-05-02,2016,5,May,Monday,3,Moderate,2,2,2016-05,1,0,1,7-30 Days
INC0025125,Closed,False,Phone,Category 46,Subcategory 223,Unknown,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 150,Location 161,Caller 3112,0,0,1,True,Met SLA,Resolved by 134,,code 10,2016-05-07 21:07:00,2016-05-02 18:23:00,,,122.73333333333332,5.113888888888889,False,False,2016-05-02,2016,5,May,Monday,3,Moderate,2,2,2016-05,0,0,0,Not Resolved
INC0025126,Closed,False,Phone,Category 23,Subcategory 75,Unknown,2 - Medium,2 - Medium,3 - Moderate,Group 20,Resolver 17,Location 143,Caller 4908,3,1,15,False,Breached SLA,Resolved by 15,2016-05-12 15:10:00,code 6,2016-05-17 16:07:00,2016-05-02 18:29:00,236.6833333333333,9.861805555555556,357.6333333333333,14.901388888888889,True,True,2016-05-02,2016,5,May,Monday,3,Moderate,2,2,2016-05,1,1,1,7-30 Days
INC0025128,Closed,False,Phone,Category 53,Subcategory 114,Unknown,2 - Medium,2 - Medium,3 - Moderate,Group 66,Resolver 193,Location 93,Caller 4177,0,0,8,False,Breached SLA,Resolved by 158,2016-05-09 07:15:00,code 6,2016-05-14 08:07:00,2016-05-02 18:45:00,156.5,6.520833333333333,277.3666666666667,11.556944444444444,False,False,2016-05-02,2016,5,May,Monday,3,Moderate,2,2,2016-05,1,0,0,3-7 Days
INC0025129,Closed,False,Phone,Category 26,Subcategory 175,Symptom 116,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 30,Location 143,Caller 1629,0,0,2,True,Met SLA,Resolved by 29,2016-05-02 19:33:00,code 6,2016-05-07 20:07:00,2016-05-02 18:55:00,0.6333333333333333,0.0263888888888888,121.2,5.05,False,False,2016-05-02,2016,5,May,Monday,3,Moderate,2,2,2016-05,0,0,0,0-4 Hours
INC0025130,Closed,False,Phone,Category 53,Subcategory 80,Unknown,2 - Medium,2 - Medium,3 - Moderate,Group 19,Resolver 65,Location 161,Caller 1919,0,0,3,True,Met SLA,Resolved by 58,2016-05-03 08:53:00,code 6,2016-05-08 09:07:00,2016-05-02 18:55:00,13.966666666666669,0.5819444444444445,134.2,5.591666666666666,False,False,2016-05-02,2016,5,May,Monday,3,Moderate,2,2,2016-05,0,0,0,4-24 Hours
INC0025132,Closed,False,Phone,Category 53,Subcategory 35,Unknown,2 - Medium,2 - Medium,3 - Moderate,Group 51,Resolver 167,Location 143,Caller 1629,1,0,4,True,Met SLA,Resolved by 150,2016-05-05 15:55:00,code 6,2016-05-10 16:07:00,2016-05-02 19:28:00,68.45,2.8520833333333333,188.65,7.860416666666667,False,False,2016-05-02,2016,5,May,Monday,3,Moderate,2,2,2016-05,0,0,0,1-3 Days
INC0025133,Closed,False,Phone,Category 32,Subcategory 9,Symptom 105,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 26,Location 143,Caller 4644,0,0,2,True,Met SLA,Resolved by 24,2016-05-02 23:09:00,code 9,2016-05-07 23:10:00,2016-05-02 19:32:00,3.6166666666666663,0.1506944444444444,123.63333333333334,5.1513888888888895,False,False,2016-05-02,2016,5,May,Monday,3,Moderate,2,2,2016-05,0,0,0,0-4 Hours
INC0025134,Closed,False,Phone,Category 32,Subcategory 9,Unknown,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 150,Location 70,Caller 3006,0,0,2,True,Met SLA,Resolved by 134,2016-05-02 19:40:00,code 7,2016-05-07 20:07:00,2016-05-02 19:34:00,0.1,0.0041666666666666,120.55,5.022916666666666,False,False,2016-05-02,2016,5,May,Monday,3,Moderate,2,2,2016-05,0,0,0,0-4 Hours
INC0025135,Closed,False,Phone,Category 46,Subcategory 223,Symptom 491,2 - Medium,2 - Medium,3 - Moderate,Group 58,Resolver 76,Location 204,Caller 1531,0,0,3,True,Met SLA,Resolved by 69,2016-05-03 08:23:00,code 6,2016-05-08 09:07:00,2016-05-02 19:35:00,12.8,0.5333333333333333,133.53333333333333,5.563888888888889,False,False,2016-05-02,2016,5,May,Monday,3,Moderate,2,2,2016-05,0,0,0,4-24 Hours
INC0025136,Closed,False,Phone,Category 32,Subcategory 9,Symptom 105,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 33,Location 204,Caller 835,0,0,1,True,Met SLA,Resolved by 32,,code 6,2016-05-07 21:07:00,2016-05-02 20:06:00,,,121.01666666666668,5.042361111111111,False,False,2016-05-02,2016,5,May,Monday,3,Moderate,2,2,2016-05,0,0,0,Not Resolved
INC0025137,Closed,False,Phone,Category 37,Subcategory 135,Symptom 301,2 - Medium,2 - Medium,3 - Moderate,Group 48,Resolver 74,Location 143,Caller 4256,0,0,2,True,Met SLA,Resolved by 67,2016-05-03 11:29:00,code 6,2016-05-08 12:07:00,2016-05-02 20:11:00,15.3,0.6375000000000001,135.93333333333334,5.663888888888889,False,False,2016-05-02,2016,5,May,Monday,3,Moderate,2,2,2016-05,0,0,0,4-24 Hours
INC0025138,Closed,False,Phone,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 150,Location 161,Caller 4281,0,0,2,True,Met SLA,Resolved by 134,2016-05-02 21:42:00,code 6,2016-05-07 22:07:00,2016-05-02 20:19:00,1.3833333333333333,0.0576388888888888,121.8,5.075,False,False,2016-05-02,2016,5,May,Monday,3,Moderate,2,2,2016-05,0,0,0,0-4 Hours
INC0025139,Closed,False,Phone,Category 35,Subcategory 28,Unknown,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 26,Location 204,Caller 2780,0,0,2,True,Met SLA,Resolved by 24,2016-05-02 21:23:00,code 9,2016-05-07 22:07:00,2016-05-02 21:13:00,0.1666666666666666,0.0069444444444444,120.9,5.0375000000000005,False,False,2016-05-02,2016,5,May,Monday,3,Moderate,2,2,2016-05,0,0,0,0-4 Hours
INC0025140,Closed,False,Phone,Category 28,Subcategory 174,Symptom 491,3 - Low,3 - Low,4 - Low,Group 70,Resolver 15,Location 188,Caller 290,0,0,2,True,Met SLA,Resolved by 13,2016-05-02 21:42:00,code 6,2016-05-07 22:07:00,2016-05-02 21:41:00,0.0166666666666666,0.0006944444444444,120.43333333333334,5.018055555555556,False,False,2016-05-02,2016,5,May,Monday,4,Low,3,3,2016-05,0,0,0,0-4 Hours
INC0025141,Closed,False,Phone,Category 28,Subcategory 174,Symptom 491,3 - Low,3 - Low,4 - Low,Group 70,Resolver 15,Location 188,Caller 290,0,0,1,True,Met SLA,Resolved by 13,,code 6,2016-05-07 22:07:00,2016-05-02 21:42:00,,,120.41666666666669,5.017361111111112,False,False,2016-05-02,2016,5,May,Monday,4,Low,3,3,2016-05,0,0,0,Not Resolved
INC0025142,Closed,False,Phone,Category 28,Subcategory 174,Symptom 491,3 - Low,3 - Low,4 - Low,Group 70,Resolver 15,Location 188,Caller 290,0,0,1,True,Met SLA,Resolved by 13,,code 6,2016-05-07 22:07:00,2016-05-02 21:43:00,,,120.4,5.016666666666667,False,False,2016-05-02,2016,5,May,Monday,4,Low,3,3,2016-05,0,0,0,Not Resolved
INC0025144,Closed,False,Phone,Category 28,Subcategory 174,Symptom 491,3 - Low,3 - Low,4 - Low,Group 70,Resolver 15,Location 188,Caller 290,0,0,1,True,Met SLA,Resolved by 13,,code 6,2016-05-07 22:07:00,2016-05-02 21:45:00,,,120.36666666666666,5.0152777777777775,False,False,2016-05-02,2016,5,May,Monday,4,Low,3,3,2016-05,0,0,0,Not Resolved
INC0025145,Closed,False,Phone,Category 28,Subcategory 174,Symptom 491,3 - Low,3 - Low,4 - Low,Group 70,Resolver 15,Location 188,Caller 290,0,0,1,True,Met SLA,Resolved by 13,,code 6,2016-05-07 22:07:00,2016-05-02 21:45:00,,,120.36666666666666,5.0152777777777775,False,False,2016-05-02,2016,5,May,Monday,4,Low,3,3,2016-05,0,0,0,Not Resolved
INC0025146,Closed,False,Phone,Category 28,Subcategory 174,Symptom 491,3 - Low,3 - Low,4 - Low,Group 70,Resolver 15,Location 188,Caller 290,0,0,1,True,Met SLA,Resolved by 13,,code 6,2016-05-07 22:07:00,2016-05-02 21:47:00,,,120.33333333333331,5.013888888888888,False,False,2016-05-02,2016,5,May,Monday,4,Low,3,3,2016-05,0,0,0,Not Resolved
INC0025147,Closed,False,Phone,Category 28,Subcategory 174,Symptom 491,3 - Low,3 - Low,4 - Low,Group 70,Resolver 15,Location 188,Caller 290,0,0,1,True,Met SLA,Resolved by 13,,code 6,2016-05-07 22:07:00,2016-05-02 21:48:00,,,120.31666666666666,5.013194444444444,False,False,2016-05-02,2016,5,May,Monday,4,Low,3,3,2016-05,0,0,0,Not Resolved
INC0025148,Closed,False,Phone,Category 28,Subcategory 174,Symptom 491,3 - Low,3 - Low,4 - Low,Group 70,Resolver 15,Location 188,Caller 290,0,0,1,True,Met SLA,Resolved by 13,,code 6,2016-05-07 22:07:00,2016-05-02 21:48:00,,,120.31666666666666,5.013194444444444,False,False,2016-05-02,2016,5,May,Monday,4,Low,3,3,2016-05,0,0,0,Not Resolved
INC0025150,Closed,False,Phone,Category 28,Subcategory 174,Symptom 491,3 - Low,3 - Low,4 - Low,Group 70,Resolver 15,Location 188,Caller 290,0,0,1,True,Met SLA,Resolved by 13,,code 6,2016-05-07 22:07:00,2016-05-02 21:49:00,,,120.3,5.0125,False,False,2016-05-02,2016,5,May,Monday,4,Low,3,3,2016-05,0,0,0,Not Resolved
INC0025149,Closed,False,Phone,Category 28,Subcategory 174,Symptom 491,3 - Low,3 - Low,4 - Low,Group 70,Resolver 15,Location 188,Caller 290,0,0,1,True,Met SLA,Resolved by 13,,code 6,2016-05-07 22:07:00,2016-05-02 21:49:00,,,120.3,5.0125,False,False,2016-05-02,2016,5,May,Monday,4,Low,3,3,2016-05,0,0,0,Not Resolved
INC0025151,Closed,False,Phone,Category 28,Subcategory 174,Symptom 491,3 - Low,3 - Low,4 - Low,Group 70,Resolver 15,Location 188,Caller 290,0,0,1,True,Met SLA,Resolved by 13,,code 6,2016-05-07 22:07:00,2016-05-02 21:50:00,,,120.28333333333332,5.011805555555555,False,False,2016-05-02,2016,5,May,Monday,4,Low,3,3,2016-05,0,0,0,Not Resolved
INC0025152,Closed,False,Phone,Category 28,Subcategory 174,Symptom 491,3 - Low,3 - Low,4 - Low,Group 70,Resolver 15,Location 188,Caller 290,0,0,1,True,Met SLA,Resolved by 13,,code 6,2016-05-07 22:07:00,2016-05-02 21:50:00,,,120.28333333333332,5.011805555555555,False,False,2016-05-02,2016,5,May,Monday,4,Low,3,3,2016-05,0,0,0,Not Resolved
INC0025153,Closed,False,Phone,Category 28,Subcategory 174,Symptom 491,3 - Low,3 - Low,4 - Low,Group 70,Resolver 15,Location 188,Caller 290,0,0,1,True,Met SLA,Resolved by 13,,code 6,2016-05-07 22:07:00,2016-05-02 21:51:00,,,120.26666666666668,5.011111111111111,False,False,2016-05-02,2016,5,May,Monday,4,Low,3,3,2016-05,0,0,0,Not Resolved
INC0025154,Closed,False,Phone,Category 28,Subcategory 174,Symptom 491,3 - Low,3 - Low,4 - Low,Group 70,Resolver 15,Location 188,Caller 290,0,0,1,True,Met SLA,Resolved by 13,,code 6,2016-05-07 22:07:00,2016-05-02 21:52:00,,,120.25,5.010416666666667,False,False,2016-05-02,2016,5,May,Monday,4,Low,3,3,2016-05,0,0,0,Not Resolved
INC0025155,Closed,False,Phone,Category 28,Subcategory 174,Symptom 491,3 - Low,3 - Low,4 - Low,Group 70,Resolver 15,Location 188,Caller 290,0,0,1,True,Met SLA,Resolved by 13,,code 6,2016-05-07 22:07:00,2016-05-02 21:52:00,,,120.25,5.010416666666667,False,False,2016-05-02,2016,5,May,Monday,4,Low,3,3,2016-05,0,0,0,Not Resolved
INC0025156,Closed,False,Phone,Category 28,Subcategory 174,Symptom 491,3 - Low,3 - Low,4 - Low,Group 70,Resolver 15,Location 188,Caller 290,0,0,1,True,Met SLA,Resolved by 13,,code 6,2016-05-07 22:07:00,2016-05-02 21:54:00,,,120.21666666666668,5.009027777777778,False,False,2016-05-02,2016,5,May,Monday,4,Low,3,3,2016-05,0,0,0,Not Resolved
INC0025157,Closed,False,Phone,Category 28,Subcategory 174,Symptom 491,3 - Low,3 - Low,4 - Low,Group 70,Resolver 15,Location 188,Caller 290,0,0,1,True,Met SLA,Resolved by 13,,code 6,2016-05-07 22:07:00,2016-05-02 21:55:00,,,120.2,5.008333333333334,False,False,2016-05-02,2016,5,May,Monday,4,Low,3,3,2016-05,0,0,0,Not Resolved
INC0025158,Closed,False,Phone,Category 28,Subcategory 174,Symptom 491,3 - Low,3 - Low,4 - Low,Group 70,Resolver 15,Location 188,Caller 290,0,0,1,True,Met SLA,Resolved by 13,,code 6,2016-05-07 22:07:00,2016-05-02 21:56:00,,,120.18333333333334,5.007638888888889,False,False,2016-05-02,2016,5,May,Monday,4,Low,3,3,2016-05,0,0,0,Not Resolved
INC0025159,Closed,False,Phone,Category 28,Subcategory 174,Symptom 491,3 - Low,3 - Low,4 - Low,Group 70,Resolver 15,Location 188,Caller 290,0,0,1,True,Met SLA,Resolved by 13,,code 6,2016-05-07 22:07:00,2016-05-02 22:02:00,,,120.08333333333331,5.003472222222222,False,False,2016-05-02,2016,5,May,Monday,4,Low,3,3,2016-05,0,0,0,Not Resolved
INC0025160,Closed,False,Phone,Category 28,Subcategory 174,Symptom 491,3 - Low,3 - Low,4 - Low,Group 70,Resolver 15,Location 188,Caller 290,0,0,1,True,Met SLA,Resolved by 13,,code 6,2016-05-07 22:07:00,2016-05-02 22:03:00,,,120.06666666666666,5.002777777777777,False,False,2016-05-02,2016,5,May,Monday,4,Low,3,3,2016-05,0,0,0,Not Resolved
INC0025162,Closed,False,Phone,Category 28,Subcategory 174,Symptom 491,3 - Low,3 - Low,4 - Low,Group 70,Resolver 15,Location 188,Caller 290,0,0,1,True,Met SLA,Resolved by 13,,code 6,2016-05-07 22:07:00,2016-05-02 22:04:00,,,120.05,5.002083333333333,False,False,2016-05-02,2016,5,May,Monday,4,Low,3,3,2016-05,0,0,0,Not Resolved
INC0025161,Closed,False,Phone,Category 28,Subcategory 174,Symptom 491,3 - Low,3 - Low,4 - Low,Group 70,Resolver 15,Location 188,Caller 290,0,0,1,True,Met SLA,Resolved by 13,,code 6,2016-05-07 22:07:00,2016-05-02 22:04:00,,,120.05,5.002083333333333,False,False,2016-05-02,2016,5,May,Monday,4,Low,3,3,2016-05,0,0,0,Not Resolved
